Age	SLOCAsItIs	SLOCNoCommentPrettyPrinter	SLOCStandard	CommentCodeRation	Readability	SimpleReadability	NVAR	NCOMP	Mcclure	McCabe	McCabeWOCases	IndentSTD	MaximumBlockDepth	totalFanOut	uniqueFanOut	n1	n2	N1	N2	Vocabulary	Length	Volume	Difficulty	Effort	Time	HalsteadBugs	MaintainabilityIndex	isPrivate	isProtected	isDefault	isPublic	isStatic	isAbstract	isGetterSetter	Parameters	LocalVariables	EnclosedExpressions	MaxEnclosedNesting	Developers	ChangeAtMethodAge	ProjectAge	CommitDate-ProjectFirstDate	NewAdditions	DiffSizes	EditDistances	TangledCommit	TangledWMoveandFileRename	Buggycommiit	PotentiallyBuggycommit	RiskyCommit	file	Category
2678	3,3	4,3	3,3	0.0,0.0	0.38919201493263245,0.09932113438844681	0.37334916408831353,0.3554695090315677	0,0	0,0	0,0	1,1	1,1	3.77,3.77	0,0	0,0	0,0	17.0,16.0	3.0,4.0	21.0,21.0	5.0,6.0	20.0,20.0	26.0,27.0	112.37013,116.692055	14.166666,12.0	1591.9102,1400.3047	88.43945,77.79471	0.03745671,0.03889735	128.41912841796875,128.22288513183594	0,1	1,0	0,0	0,0	0,0	0,0	0,0	2,2	0,0	0,0	0,0	Reinier Zwitserloot,Roel Spilker	0,1375	1372,2747	11/03/13-08/06/09,15/12/16-08/06/09	0,2	0,4	0,40	0,60	0,49	0,0	0,0	0,0	801.json	Bad
4041	5,5,5,14	5,5,5,13	5,5,5,12	0.0,0.0,0.0,0.16666666666666666	1.569364103488624E-4,0.0,0.0,0.0025394782423973083	5.546043264961023E-4,3.433955857416283E-4,3.433955857416283E-4,3.05535385799371E-7	0,0,0,1	0,0,0,1	0,0,0,2	2,2,2,4	2,2,2,4	3.92,3.92,3.92,5.86	0,0,0,1	5,5,5,8	5,5,5,8	26.0,27.0,27.0,37.0	7.0,7.0,7.0,12.0	53.0,55.0,55.0,91.0	13.0,13.0,13.0,28.0	33.0,34.0,34.0,49.0	66.0,68.0,68.0,119.0	332.93,345.94748,345.94748,668.15045	24.142857,25.071428,25.071428,43.166664	8037.881,8673.397,8673.397,28841.826	446.54895,481.8554,481.8554,1602.3237	0.110976666,0.115315825,0.115315825,0.22271682	114.26586151123047,114.06641387939453,114.06641387939453,96.00104522705078	1,1,1,1	0,0,0,0	0,0,0,0	0,0,0,0	0,0,0,0	0,0,0,0	0,0,0,0	1,1,1,1	2,2,2,4	0,0,0,0	0,0,0,0	Reinier Zwitserloot,Reinier Zwitserloot,Reinier Zwitserloot,Reinier Zwitserloot	0,121,160,1456	9,130,169,1465	17/06/09-08/06/09,16/10/09-08/06/09,24/11/09-08/06/09,12/06/13-08/06/09	0,4,0,12	0,8,0,15	0,33,0,521	0,259,459,1	0,249,0,1	0,0,0,0	0,1,0,0	0,1,0,1	1781.json	Bad
3538	4,4,5,5,5	4,4,5,5,5	4,4,5,5,5	0.0,0.0,0.0,0.0,0.0	0.01496422290802002,0.01712530478835106,9.946839418262243E-4,3.3284135861322284E-4,1.1030911991838366E-4	0.2372828303897985,0.2178376277216403,0.06545931505565195,0.04936971583432296,0.03728105830518338	0,0,0,0,0	0,0,0,0,0	0,0,0,0,0	1,1,1,1,1	1,1,1,1,1	4.0,4.0,3.92,3.92,3.92	0,0,0,0,0	2,2,3,3,3	2,2,3,3,3	16.0,16.0,17.0,17.0,17.0	4.0,4.0,4.0,4.0,4.0	23.0,24.0,31.0,32.0,33.0	10.0,10.0,15.0,16.0,17.0	20.0,20.0,21.0,21.0,21.0	33.0,34.0,46.0,48.0,50.0	142.62363,146.94556,202.0466,210.83124,219.61586	20.0,20.0,31.875,34.0,36.125	2852.4727,2938.9111,6440.2354,7168.262,7933.623	158.4707,163.27284,357.79086,398.2368,440.75684	0.04754121,0.048981853,0.06734887,0.07027708,0.073205285	122.5189437866211,122.36370849609375,117.09291076660156,116.8716049194336,116.65933227539062	0,0,0,0,0	0,0,0,0,0	0,0,0,0,0	1,1,1,1,1	1,1,1,1,1	0,0,0,0,0	0,0,0,0,0	2,2,2,2,2	0,0,0,0,0	0,0,0,0,0	0,0,0,0,0	Roel Spilker,Reinier Zwitserloot,Reinier Zwitserloot,Reinier Zwitserloot,Reinier Zwitserloot	0,957,1550,1550,1552	512,1469,2062,2062,2064	02/11/10-08/06/09,16/06/13-08/06/09,30/01/15-08/06/09,30/01/15-08/06/09,01/02/15-08/06/09	0,2,3,1,1	0,4,5,2,2	0,16,82,6,6	0,25,18,7,9	0,25,18,7,9	0,0,0,0,0	0,0,0,0,0	0,0,0,0,0	2809.json	Ugly
146	23	22	19	0.0	0.0	5.6553380275940325E-11	4	5	9	5	3	4.69	2	13	13	46.0	25.0	119.0	49.0	71.0	168.0	1033.1575	45.08	46574.742	2587.4856	0.34438583	86.06014251708984	0	0	0	1	0	0	0	3	4	0	0	Reinier Zwitserloot	0	3903	14/02/20-08/06/09	0	0	0	0	0	0	0	0	1139.json	Undecided
163	33	36	31	0.0	0.0	7.752356949180836E-20	8	8	16	8	8	6.65	2	8	6	41.0	23.0	202.0	95.0	64.0	297.0	1782.0	84.67392	150888.92	8382.718	0.594	74.60485076904297	1	0	0	0	1	0	0	4	9	0	0	Reinier Zwitserloot	0	3886	28/01/20-08/06/09	0	0	0	0	0	0	0	0	2838.json	Undecided
2006	5,3	6,3	5,3	0.0,0.0	0.5562070608139038,0.5395609736442566	0.2456421120081934,0.6320423725986763	2,0	1,0	3,0	2,1	2,1	3.92,3.77	0,0	2,2	2,2	15.0,13.0	5.0,3.0	25.0,17.0	10.0,4.0	20.0,16.0	35.0,21.0	151.26749,84.0	15.0,8.666667	2269.0122,728.0	126.05624,40.444443	0.050422497,0.028	118.36804962158203,129.93223571777344	0,0	1,1	0,0	0,0	0,0	0,0	0,0	1,1	1,0	0,0	0,0	Reinier Zwitserloot,Reinier Zwitserloot	0,9	2043,2052	11/01/15-08/06/09,20/01/15-08/06/09	0,1	0,4	0,122	0,32	0,32	0,0	0,0	0,0	1421.json	Bad
3876	3	4	3	0.0	0.9109325408935547	0.8028567480344871	0	0	0	1	1	3.77	0	0	0	10.0	3.0	11.0	3.0	13.0	14.0	51.806156	5.0	259.0308	14.390599	0.01726872	132.4454345703125	0	0	0	1	0	0	0	0	0	0	0	Reinier Zwitserloot	0	173	28/11/09-08/06/09	0	0	0	0	0	0	0	0	711.json	Good
767	7	9	7	0.0	0.14318518340587616	5.570705522904289E-5	2	2	4	3	3	3.61	0	6	4	28.0	12.0	60.0	20.0	40.0	80.0	425.75424	23.333332	9934.265	551.90356	0.14191808	107.3061752319336	0	0	0	1	1	0	0	1	2	1	1	Roel Spilker	0	3283	04/06/18-08/06/09	0	0	0	0	0	0	0	0	1359.json	Good
3280	6,6,6,6	7,7,7,7	6,6,6,6	0.0,0.0,0.0,0.0	0.0013523625675588846,0.0012943483889102936,8.490869658999145E-4,3.7325097946450114E-4	0.0033776077291615076,0.003953207173265917,0.00934748265303974,0.0013665475313138387	1,1,1,1	1,1,1,1	2,2,2,2	2,2,2,2	2,2,2,2	3.77,3.77,3.77,3.77	0,0,0,0	7,6,7,7	6,5,5,5	21.0,20.0,16.0,17.0	8.0,9.0,9.0,13.0	46.0,44.0,41.0,45.0	13.0,14.0,14.0,18.0	29.0,29.0,25.0,30.0	59.0,58.0,55.0,63.0	286.62088,281.7629,255.41208,309.1341	17.0625,15.555555,12.444445,11.769231	4890.4688,4382.9785,3178.4614,3638.2705	271.69272,243.49881,176.58119,202.12614	0.09554029,0.09392097,0.08513736,0.103044696	112.091064453125,112.1799545288086,112.6905288696289,111.69786834716797	0,0,0,0	0,0,0,0	0,0,0,0	1,1,1,1	0,0,0,0	0,0,0,0	0,0,0,0	0,0,0,0	1,1,1,1	0,0,0,1	0,0,0,1	Reinier Zwitserloot,Roel Spilker,Roel Spilker,Reinier Zwitserloot	0,0,0,14	770,770,770,784	18/07/11-08/06/09,18/07/11-08/06/09,18/07/11-08/06/09,01/08/11-08/06/09	0,1,1,1	0,2,2,2	0,2,12,55	0,4,3,1	0,4,3,1	0,0,0,0	0,0,0,0	0,1,1,1	2080.json	Ugly
3478	3,3	4,4	3,3	0.0,0.0	0.8063393235206604,0.7608826160430908	0.8092571878274613,0.8006615036337522	0,0	0,0	0,0	1,1	1,1	3.77,3.77	0,0	1,1	1,1	11.0,10.0	3.0,3.0	13.0,13.0	4.0,3.0	14.0,13.0	17.0,16.0	64.72504,59.207035	7.3333335,5.0	474.65027,296.0352	26.36946,16.4464	0.021575011,0.019735679	131.28770446777344,131.75106811523438	0,0	0,0	0,0	1,1	0,0	0,0	0,0	0,0	0,0	0,0	0,0	Reinier Zwitserloot,Roel Spilker	0,10	571,581	31/12/10-08/06/09,10/01/11-08/06/09	0,3	0,6	0,23	0,40	0,40	0,0	0,0	0,0	1589.json	Bad
4041	4,5,5,5	5,6,6,6	4,5,5,5	0.0,0.0,0.0,0.0	0.12545594573020935,0.05452413111925125,0.05586012825369835,0.05586012825369835	0.33264744063544854,0.21896074483138006,0.21093286619640841,0.21093286619640841	0,0,0,0	0,0,0,0	0,0,0,0	1,1,1,1	1,1,1,1	4.0,3.92,3.92,3.92	0,0,0,0	2,3,3,3	2,2,2,2	16.0,16.0,16.0,16.0	6.0,6.0,6.0,6.0	21.0,25.0,25.0,25.0	7.0,10.0,10.0,10.0	22.0,22.0,22.0,22.0	28.0,35.0,35.0,35.0	124.86409,156.08011,156.08011,156.08011	9.333333,13.333333,13.333333,13.333333	1165.3982,2081.068,2081.068,2081.068	64.74435,115.6149,115.6149,115.6149	0.041621365,0.052026704,0.052026704,0.052026704	123.21045684814453,118.43518829345703,118.43518829345703,118.43518829345703	0,0,0,0	0,0,0,0	0,0,0,0	1,1,1,1	0,0,0,0	0,0,0,0	0,0,0,0	2,2,2,2	0,0,0,0	0,0,0,0	0,0,0,0	Reinier Zwitserloot,Reinier Zwitserloot,Reinier Zwitserloot,Reinier Zwitserloot	0,0,121,160	9,9,130,169	17/06/09-08/06/09,17/06/09-08/06/09,16/10/09-08/06/09,24/11/09-08/06/09	0,1,1,0	0,1,2,0	0,27,5,0	0,2,259,459	0,2,249,0	0,0,0,0	0,0,1,0	0,0,1,0	1058.json	Bad
1697	11	15	11	0.0	0.023024801164865494	2.0952134953028623E-4	4	4	8	4	4	3.09	0	8	8	26.0	11.0	59.0	24.0	37.0	83.0	432.38464	28.363638	12264.002	681.33344	0.14412822	99.67365264892578	0	0	0	1	0	0	0	1	0	1	1	Reinier Zwitserloot	0	2352	16/11/15-08/06/09	0	0	0	0	0	0	0	0	213.json	Good
2950	10,10,10	11,11,11	10,10,10	0.0,0.0,0.0	0.10638057440519333,0.1063111200928688,0.10638057440519333	0.004564200731252207,0.006021077012424604,0.004564200731252207	1,1,1	1,1,1	2,2,2	3,3,3	3,3,3	6.25,6.25,6.25	1,1,1	3,3,3	1,1,1	24.0,23.0,24.0	10.0,10.0,10.0	51.0,50.0,51.0	17.0,17.0,17.0	34.0,33.0,34.0	68.0,67.0,68.0	345.94748,337.9744,345.94748	20.400002,19.550001,20.400002	7057.329,6607.4,7057.329	392.07385,367.07776,392.07385	0.115315825,0.112658136,0.115315825	102.60742950439453,102.72867584228516,102.60742950439453	1,0,1	0,0,0	0,0,0	0,0,0	1,1,1	0,0,0	0,0,0	1,1,1	2,2,2	0,0,0	0,0,0	Reinier Zwitserloot,Robbert Jan Grootjans,Robbert Jan Grootjans	0,6,6	1100,1106,1106	12/06/12-08/06/09,18/06/12-08/06/09,18/06/12-08/06/09	0,1,1	0,2,2	0,8,8	0,10,24	0,6,17	0,0,1	0,0,1	0,0,1	3090.json	Bad
765	6,5,3	6,5,3	6,5,3	0.0,0.0,0.0	0.14226360619068146,0.08248162269592285,0.01480562798678875	0.03234708983878668,0.054056843477290506,0.12695598352948656	0,0,0	0,0,0	0,0,0	1,1,1	1,1,1	3.77,3.92,3.77	0,0,0	3,3,2	3,3,2	24.0,22.0,19.0	7.0,7.0,5.0	36.0,32.0,27.0	11.0,10.0,6.0	31.0,29.0,24.0	47.0,42.0,33.0	232.84723,204.03522,151.30376	18.857143,15.714286,11.400001	4390.8335,3206.2678,1724.8629	243.9352,178.12599,95.825714	0.077615745,0.06801174,0.050434586	113.40150451660156,117.04198455810547,126.87217712402344	1,1,1	0,0,0	0,0,0	0,0,0	0,0,0	0,0,0	0,0,0	2,2,2	2,1,0	0,0,0	0,0,0	mszabo-wikia,mszabo-wikia,Reinier Zwitserloot	0,1,145	3285,3286,3430	06/06/18-08/06/09,07/06/18-08/06/09,29/10/18-08/06/09	0,3,1	0,7,4	0,83,72	0,3,52	0,3,52	0,0,0	0,0,0	0,0,0	1706.json	Bad
2003	96,96	85,85	82,82	0.07317073170731707,0.07317073170731707	0.0,0.0	3.5401308319092706E-86,8.335205770245667E-86	4,4	7,7	11,11	8,8	8,8	6.03,6.03	1,1	33,37	11,12	58.0,58.0	84.0,85.0	714.0,708.0	287.0,288.0	142.0,143.0	1001.0,996.0	7156.8965,7131.2314	99.083336,98.25883	709129.2,700706.44	39396.066,38928.137	2.3856323,2.377077	51.616825103759766,51.63550567626953	0,0	1,1	0,0	0,0	0,0	0,0	0,0	7,8	31,31	3,3	1,1	Reinier Zwitserloot,Jan Rieke	0,789	2046,2836	14/01/15-08/06/09,14/03/17-08/06/09	0,9	0,18	0,188	0,5	0,5	0,0	0,0	0,0	2893.json	Bad
2598	4	5	4	0.0	0.0	0.034211923552881725	0	0	0	1	1	4.0	0	2	2	16.0	7.0	33.0	13.0	23.0	46.0	208.08385	14.857142	3091.5312	171.75174	0.069361284	120.55474090576172	0	0	0	1	0	0	0	6	0	0	0	Reinier Zwitserloot	0	1452	30/05/13-08/06/09	0	0	0	0	0	0	0	0	944.json	Good
2581	13,13	12,12	12,12	0.0,0.0	0.0027866908349096775,2.693039714358747E-4	7.314141013778998E-5,1.0957266112313738E-5	2,2	2,2	4,4	3,3	3,3	7.63,7.63	2,2	0,2	0,2	29.0,32.0	11.0,13.0	70.0,73.0	24.0,29.0	40.0,45.0	94.0,102.0	500.26123,560.169	31.636364,35.692307	15826.446,19993.725	879.247,1110.7625	0.16675374,0.18672301	97.73583221435547,97.14767456054688	0,0	0,0	0,0	1,1	1,1	0,0	0,0	3,5	4,4	0,0	0,0	Reinier Zwitserloot,Reinier Zwitserloot	0,2394	1469,3863	16/06/13-08/06/09,05/01/20-08/06/09	0,3	0,6	0,108	0,47	0,47	0,0	0,1	0,1	2743.json	Bad
3136	5,5,4	6,6,5	5,5,4	0.0,0.0,0.0	0.004102387465536594,0.0352104976773262,0.03146657347679138	0.13130097827646167,0.2436405299317428,0.24361740765437093	0,0,0	0,0,0	0,0,0	1,1,1	1,1,1	3.92,3.92,4.0	0,0,0	3,3,3	3,3,3	17.0,17.0,17.0	6.0,4.0,4.0	28.0,26.0,25.0	10.0,8.0,7.0	23.0,21.0,21.0	38.0,34.0,32.0	171.89536,149.33879,140.55415	14.166666,17.0,14.875	2435.184,2538.7595,2090.743	135.28801,141.04219,116.15238	0.05729845,0.049779598,0.046851385	117.93329620361328,118.6647720336914,122.5949478149414	0,0,0	0,0,0	0,0,0	1,1,1	0,0,0	0,0,0	0,0,0	2,2,2	0,0,0	0,0,0	0,0,0	jvanderhel,Roel Spilker,Reinier Zwitserloot	0,11,1133	913,924,2046	08/12/11-08/06/09,19/12/11-08/06/09,14/01/15-08/06/09	0,1,1	0,2,3	0,30,40	0,119,189	0,119,189	0,0,0	0,0,0	0,0,0	2638.json	Bad
323	3,3	3,3	3,3	0.0,0.0	0.5855666399002075,0.6268928647041321	0.8610866848853647,0.8393891298153953	0,0	0,0	0,0	1,1	1,1	3.77,3.77	0,0	0,0	0,0	10.0,10.0	3.0,3.0	11.0,11.0	3.0,3.0	13.0,13.0	14.0,14.0	51.806156,51.806156	5.0,5.0	259.0308,259.0308	14.390599,14.390599	0.01726872,0.01726872	132.4454345703125,132.4454345703125	0,0	0,0	0,0	1,1	0,0	0,0	0,0	0,0	0,0	0,0	0,0	Reinier Zwitserloot,Reinier Zwitserloot	0,205	3727,3932	22/08/19-08/06/09,14/03/20-08/06/09	0,1	0,2	0,4	0,16	0,16	0,0	0,1	0,1	1931.json	Undecided
1362	7	7	7	0.0	0.34725475311279297	0.202445961077292	0	0	0	2	2	6.05	1	4	4	19.0	4.0	33.0	7.0	23.0	40.0	180.94247	16.625	3008.1687	167.12048	0.06031416	111.98572540283203	1	0	0	0	0	0	0	1	0	0	0	Bulgakov Alexander	0	2688	17/10/16-08/06/09	0	0	0	0	0	0	0	0	1779.json	Good
4047	3,3,3,3	3,3,3,3	3,3,3,3	0.0,0.0,0.0,0.0	0.9155058860778809,0.9533055424690247,0.9496099948883057,0.9496099948883057	0.9132069083468398,0.9289206045796591,0.9203749541960857,0.9203749541960857	0,0,0,0	0,0,0,0	0,0,0,0	1,1,1,1	1,1,1,1	3.77,3.77,3.77,3.77	0,0,0,0	0,0,0,0	0,0,0,0	9.0,9.0,9.0,9.0	2.0,2.0,2.0,2.0	10.0,10.0,10.0,10.0	2.0,2.0,2.0,2.0	11.0,11.0,11.0,11.0	12.0,12.0,12.0,12.0	41.51318,41.51318,41.51318,41.51318	4.5,4.5,4.5,4.5	186.80931,186.80931,186.80931,186.80931	10.378295,10.378295,10.378295,10.378295	0.013837727,0.013837727,0.013837727,0.013837727	133.59722900390625,133.59722900390625,133.59722900390625,133.59722900390625	0,0,0,0	0,0,0,0	0,0,0,0	1,1,1,1	0,0,0,0	0,0,0,0	0,1,1,1	0,0,0,0	0,0,0,0	0,0,0,0	0,0,0,0	Reinier Zwitserloot,Reinier Zwitserloot,Reinier Zwitserloot,Reinier Zwitserloot	0,6,127,166	3,9,130,169	11/06/09-08/06/09,17/06/09-08/06/09,16/10/09-08/06/09,24/11/09-08/06/09	0,2,3,0	0,4,6,0	0,20,3,0	0,160,259,459	0,158,249,0	0,0,0,0	0,0,1,0	0,0,1,0	2233.json	Bad
999	3,3	3,3	3,3	0.0,0.0	3.5992221091873944E-4,3.5992221091873944E-4	0.12106633166908815,0.12106633166908815	0,0	0,0	0,0	1,1	1,1	3.77,3.77	0,0	1,1	1,1	15.0,15.0	6.0,6.0	25.0,25.0	10.0,10.0	21.0,21.0	35.0,35.0	153.73111,153.73111	12.5,12.5	1921.6389,1921.6389	106.75772,106.75772	0.051243704,0.051243704	126.78941345214844,126.78941345214844	0,0	0,0	0,0	1,1	0,0	0,0	0,0	4,4	0,0	0,0	0,0	Takuya Murakami,Reinier Zwitserloot	0,982	3051,4033	15/10/17-08/06/09,23/06/20-08/06/09	0,3	0,6	0,0	0,91	0,31	0,0	0,0	0,0	391.json	Bad
4049	3,1,1,1,1,1	2,3,3,3,2,2	2,1,1,1,1,1	0.0,0.0,0.0,0.0,0.0,0.0	0.8931466937065125,0.27149301767349243,0.021909093484282494,0.5152350068092346,0.7670516967773438,0.7670516967773438	0.8407274667710696,0.6894900142955829,0.6148470986705206,0.7644393722933972,0.752095205892973,0.752095205892973	0,0,0,0,0,0	0,0,0,0,0,0	0,0,0,0,0,0	1,1,1,1,1,1	1,1,1,1,1,1	0.0,0.0,0.0,0.0,0.0,0.0	0,0,0,0,0,0	0,0,0,0,0,0	0,0,0,0,0,0	11.0,11.0,12.0,11.0,10.0,10.0	3.0,3.0,4.0,3.0,3.0,3.0	12.0,12.0,14.0,12.0,11.0,11.0	3.0,3.0,4.0,3.0,3.0,3.0	14.0,14.0,16.0,14.0,13.0,13.0	15.0,15.0,18.0,15.0,14.0,14.0	57.110325,57.110325,72.0,57.110325,51.806156,51.806156	5.5,5.5,6.0,5.5,5.0,5.0	314.10678,314.10678,432.0,314.10678,259.0308,259.0308	17.450377,17.450377,24.0,17.450377,14.390599,14.390599	0.019036775,0.019036775,0.024,0.019036775,0.01726872,0.01726872	138.50709533691406,149.736083984375,148.53134155273438,149.736083984375,150.24295043945312,150.24295043945312	0,0,0,0,0,0	0,0,0,0,0,0	0,0,0,0,0,0	1,1,1,1,1,1	1,0,0,0,0,0	0,0,0,0,0,0	0,0,0,0,0,0	2,2,3,2,2,2	0,0,0,0,0,0	0,0,0,0,0,0	0,0,0,0,0,0	Reinier Zwitserloot,Reinier Zwitserloot,Reinier Zwitserloot,Reinier Zwitserloot,Reinier Zwitserloot,Reinier Zwitserloot	0,2,6,6,129,168	1,3,7,7,130,169	09/06/09-08/06/09,11/06/09-08/06/09,15/06/09-08/06/09,15/06/09-08/06/09,16/10/09-08/06/09,24/11/09-08/06/09	0,1,1,1,1,0	0,4,2,2,2,0	0,53,35,49,62,0	0,70,40,30,259,459	0,70,40,30,249,0	0,0,1,0,0,0	0,0,1,0,1,0	0,0,1,0,1,0	2330.json	Ugly
4005	25,25,25,25	24,24,24,24	23,23,23,23	0.043478260869565216,0.043478260869565216,0.043478260869565216,0.043478260869565216	0.10404463112354279,0.10026724636554718,0.10081194341182709,0.09596438705921173	2.870809578338837E-5,2.812187616451553E-5,2.8266568644063433E-5,2.8032955469165835E-5	1,1,1,1	2,2,2,2	3,3,3,3	4,4,4,4	4,4,4,4	11.98,11.98,11.98,11.98	4,4,4,4	7,7,7,7	6,6,6,6	39.0,39.0,39.0,39.0	13.0,13.0,13.0,13.0	93.0,93.0,93.0,93.0	24.0,24.0,24.0,24.0	52.0,52.0,52.0,52.0	117.0,117.0,117.0,117.0	666.9515,666.9515,666.9515,666.9515	36.0,36.0,36.0,36.0	24010.254,24010.254,24010.254,24010.254	1333.903,1333.903,1333.903,1333.903	0.22231716,0.22231716,0.22231716,0.22231716	85.47086334228516,85.47086334228516,85.47086334228516,85.47086334228516	1,1,1,1	0,0,0,0	0,0,0,0	0,0,0,0	1,1,1,1	0,0,0,0	0,0,0,0	2,2,2,2	4,4,4,4	0,0,0,0	0,0,0,0	Roel Spilker,Reinier Zwitserloot,Reinier Zwitserloot,Roel Spilker	0,124,132,2702	45,169,177,2747	23/07/09-08/06/09,24/11/09-08/06/09,02/12/09-08/06/09,15/12/16-08/06/09	0,0,1,1	0,0,2,2	0,6,6,8	0,459,77,60	0,0,57,49	0,0,0,0	0,0,0,0	0,0,0,0	847.json	Bad
85	3	3	3	0.0	0.7897998690605164	0.34610170162714804	0	0	0	1	1	3.77	0	1	1	15.0	4.0	17.0	5.0	19.0	22.0	93.45441	9.375	876.1351	48.67417	0.03115147	129.37762451171875	0	0	0	1	1	0	0	1	0	0	0	Jan Rieke	0	3965	16/04/20-08/06/09	0	0	0	0	0	0	0	0	1318.json	Undecided
2040	4,5	5,7	4,5	0.0,0.0	0.49927017092704773,0.1937958300113678	0.2411457086515508,0.012586901435346945	1,1	1,2	2,3	2,3	2,3	4.0,3.92	0,0	1,1	1,1	18.0,22.0	3.0,5.0	28.0,43.0	6.0,10.0	21.0,27.0	34.0,53.0	149.33879,252.00905	18.0,22.0	2688.0981,5544.199	149.33879,308.01108	0.049779598,0.08400302	122.04969787597656,115.48388671875	1,1	0,0	0,0	0,0	1,1	0,0	0,0	2,2	0,0	1,3	1,2	Reinier Zwitserloot,Reinier Zwitserloot	0,27	2009,2036	08/12/14-08/06/09,04/01/15-08/06/09	0,1	0,1	0,83	0,33	0,33	0,0	0,0	0,0	1198.json	Bad
3343	12,15,19	10,13,15	10,13,15	0.2,0.15384615384615385,0.26666666666666666	0.4439137279987335,0.17256663739681244,0.03644585236907005	0.08892488541746235,0.01239148870297957,4.064849715541225E-4	0,0,2	0,0,1	0,0,3	4,5,6	4,5,6	5.77,5.59,6.52	1,1,2	3,4,7	2,3,6	19.0,22.0,27.0	9.0,11.0,14.0	41.0,53.0,70.0	13.0,18.0,25.0	28.0,33.0,41.0	54.0,71.0,95.0	259.59717,358.15198,508.96744	13.722222,18.0,24.107143	3562.25,6446.7354,12269.751	197.90277,358.15198,681.65283	0.08653239,0.11938399,0.16965581	103.87064361572266,97.71684265136719,93.3411865234375	0,0,0	0,0,0	0,0,0	1,1,1	1,1,1	0,0,0	0,0,0	1,1,1	0,0,0	0,0,0	0,0,0	grootjans,Reinier Zwitserloot,Robbert Jan Grootjans	0,127,399	707,834,1106	16/05/11-08/06/09,20/09/11-08/06/09,18/06/12-08/06/09	0,3,8	0,3,12	0,85,229	0,4,24	0,4,17	0,0,1	0,1,1	0,1,1	3165.json	Bad
2003	7,12,12	8,12,12	7,11,11	0.0,0.0,0.0	0.0,0.0,0.0	9.369423634271927E-5,1.1622463257146006E-5,1.9664998180768586E-6	1,3,3	1,2,2	2,5,5	2,3,3	2,3,3	6.05,5.73,5.73	1,1,1	6,8,8	5,7,7	26.0,28.0,29.0	8.0,10.0,11.0	55.0,70.0,75.0	26.0,32.0,36.0	34.0,38.0,40.0	81.0,102.0,111.0	412.0845,535.28864,590.734	42.25,44.8,47.454544	17410.57,23980.93,28033.014	967.2539,1332.2739,1557.3896	0.1373615,0.17842954,0.19691133	107.70586395263672,98.79350280761719,98.28099060058594	0,0,0	0,0,0	0,0,0	1,1,1	0,0,0	0,0,0	0,0,0	4,4,5	0,0,0	0,0,0	0,0,0	Reinier Zwitserloot,Reinier Zwitserloot,Jan Rieke	0,6,789	2046,2052,2836	14/01/15-08/06/09,20/01/15-08/06/09,14/03/17-08/06/09	0,5,4	0,5,8	0,152,75	0,32,5	0,32,5	0,0,0	0,0,0	0,0,0	2898.json	Bad
3090	11,11	11,11	11,11	0.0,0.0	0.019527973607182503,0.020346948876976967	5.979832508103863E-4,5.846835952125144E-4	2,2	1,1	3,3	3,3	3,3	8.61,8.61	2,2	6,6	6,6	31.0,31.0	7.0,7.0	63.0,63.0	14.0,14.0	38.0,38.0	77.0,77.0	404.09042,404.09042	31.0,31.0	12526.803,12526.803	695.9335,695.9335	0.13469681,0.13469681	100.25557708740234,100.25557708740234	1,0	0,0	0,0	0,1	1,1	0,0	0,0	1,1	3,3	0,0	0,0	Roel Spilker,Reinier Zwitserloot	0,723	959,1682	23/01/12-08/06/09,15/01/14-08/06/09	0,1	0,2	0,6	0,99	0,99	0,0	0,0	0,0	2924.json	Bad
2392	3,3,3,3	4,4,4,4	3,3,3,3	0.0,0.0,0.0,0.0	0.8339220285415649,0.9241623282432556,0.9292386770248413,0.8999655842781067	0.7753616766644493,0.5439691210059626,0.5747297281802264,0.8304560261887051	0,0,0,0	0,0,0,0	0,0,0,0	1,1,1,1	1,1,1,1	3.77,3.77,3.77,3.77	0,0,0,0	1,1,1,1	1,1,1,1	12.0,13.0,13.0,11.0	2.0,4.0,4.0,2.0	14.0,16.0,16.0,13.0	2.0,6.0,6.0,2.0	14.0,17.0,17.0,13.0	16.0,22.0,22.0,15.0	60.91768,89.92419,89.92419,55.506596	6.0,9.75,9.75,5.5	365.50607,876.7608,876.7608,305.2863	20.305893,48.708935,48.708935,16.96035	0.020305892,0.029974729,0.029974729,0.018502198	131.60296630859375,129.57785034179688,129.57785034179688,132.086669921875	0,0,0,0	0,0,0,0	0,0,0,0	1,1,1,1	0,0,0,0	0,0,0,0	0,0,0,0	0,0,0,0	0,0,0,0	0,0,0,0	0,0,0,0	Roel Spilker,Roel Spilker,Reinier Zwitserloot,Adam Juraszek	0,29,156,1969	1657,1686,1814,3627	21/12/13-08/06/09,19/01/14-08/06/09,27/05/14-08/06/09,14/05/19-08/06/09	0,1,1,1	0,2,2,2	0,17,4,35	0,9,31,33	0,9,31,33	0,0,0,0	0,0,0,0	0,0,0,0	1875.json	Ugly
