Age	SLOCAsItIs	SLOCNoCommentPrettyPrinter	SLOCStandard	CommentCodeRation	Readability	SimpleReadability	NVAR	NCOMP	Mcclure	McCabe	McCabeWOCases	IndentSTD	MaximumBlockDepth	totalFanOut	uniqueFanOut	n1	n2	N1	N2	Vocabulary	Length	Volume	Difficulty	Effort	Time	HalsteadBugs	MaintainabilityIndex	isPrivate	isProtected	isDefault	isPublic	isStatic	isAbstract	isGetterSetter	Parameters	LocalVariables	EnclosedExpressions	MaxEnclosedNesting	Developers	ChangeAtMethodAge	ProjectAge	CommitDate-ProjectFirstDate	NewAdditions	DiffSizes	EditDistances	TangledCommit	TangledWMoveandFileRename	Buggycommiit	PotentiallyBuggycommit	RiskyCommit	file	Category
1697	13,13	13,13	13,13	0.0,0.0	0.013690746389329433,0.013690746389329433	0.014912496292934747,0.014912496292934747	3,3	3,3	6,6	4,4	4,4	2.65,2.65	2,2	5,5	3,3	19.0,19.0	3.0,3.0	70.0,70.0	11.0,11.0	22.0,22.0	81.0,81.0	361.21396,361.21396	34.833336,34.833336	12582.287,12582.287	699.0159,699.0159	0.12040465,0.12040465	97.90257263183594,97.90257263183594	1,1	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	Sean Wiese,Art Beatte IV	0,532	2164,2696	12/04/16-10/05/10,26/09/17-10/05/10	0,0	0,0	0,0	0,2476	0,137	0,0	0,0	0,0	1828.json	Good
900	3	3	3	0.0	0.7264745235443115	0.9208891280975495	0	0	0	1	1	1.89	0	0	0	11.0	2.0	12.0	2.0	13.0	14.0	51.806156	5.5	284.93387	15.829659	0.01726872	132.4454345703125	0	0	0	1	0	0	1	0	0	0	0	Tao Ge	0	2961	18/06/18-10/05/10	0	0	0	0	0	0	0	0	2343.json	Good
284	12	12	12	0.0	0.005882226396352053	0.0012967348497977828	4	4	8	5	5	2.75	4	4	1	20.0	8.0	65.0	19.0	28.0	84.0	403.8178	23.75	9590.673	532.8152	0.13460593	98.3895034790039	1	0	0	0	1	0	0	1	0	0	0	Zilin Zhang	0	3577	24/02/20-10/05/10	0	0	0	0	0	0	0	0	2991.json	Undecided
1885	3,3,3	3,3,3	3,3,3	0.0,0.0,0.0	0.022490516304969788,0.022490516304969788,0.022490516304969788	0.343131865424831,0.343131865424831,0.343131865424831	1,1,1	1,1,1	2,2,2	2,2,2	2,2,2	1.89,1.89,1.89	0,0,0	3,3,3	2,2,2	16.0,16.0,16.0	5.0,5.0,5.0	24.0,24.0,24.0	5.0,5.0,5.0	21.0,21.0,21.0	29.0,29.0,29.0	127.377205,127.377205,127.377205	8.0,8.0,8.0	1019.01764,1019.01764,1019.01764	56.61209,56.61209,56.61209	0.042459067,0.042459067,0.042459067	127.53728485107422,127.53728485107422,127.53728485107422	0,0,0	0,0,0	0,0,0	1,1,1	0,0,0	0,0,0	1,1,1	0,0,0	0,0,0	0,0,0	0,0,0	Sean Wiese,Sean Wiese,Art Beatte IV	0,35,720	1976,2011,2696	07/10/15-10/05/10,11/11/15-10/05/10,26/09/17-10/05/10	0,0,0	0,0,0	0,0,0	0,1916,2476	0,51,137	0,0,0	0,0,0	0,0,0	767.json	Good
3018	4,4,4,4,4	4,4,4,4,4	4,4,4,4,4	0.0,0.0,0.0,0.0,0.0	0.28624075651168823,0.28624075651168823,0.7538895606994629,0.7538895606994629,0.7538895606994629	0.8409337596434293,0.8409337596434293,0.8257410646082975,0.8257410646082975,0.8257410646082975	0,0,0,0,0	0,0,0,0,0	0,0,0,0,0	1,1,1,1,1	1,1,1,1,1	2.0,2.0,2.0,2.0,2.0	0,0,0,0,0	1,1,0,0,0	1,1,0,0,0	13.0,13.0,15.0,15.0,15.0	3.0,3.0,3.0,3.0,3.0	17.0,17.0,19.0,19.0,19.0	6.0,6.0,5.0,5.0,5.0	16.0,16.0,18.0,18.0,18.0	23.0,23.0,24.0,24.0,24.0	92.0,92.0,100.0782,100.0782,100.0782	13.0,13.0,12.5,12.5,12.5	1196.0,1196.0,1250.9775,1250.9775,1250.9775	66.44444,66.44444,69.49875,69.49875,69.49875	0.030666666,0.030666666,0.0333594,0.0333594,0.0333594	124.7987289428711,124.7987289428711,124.361083984375,124.361083984375,124.361083984375	0,0,0,0,0	0,0,0,0,0	0,0,0,0,0	0,0,1,1,1	0,0,0,0,0	0,0,0,0,0	0,0,0,0,0	2,2,1,1,1	0,0,0,0,0	0,0,0,0,0	0,0,0,0,0	Chris Lang,Chris Lang,Gokhan Caglar,Sean Wiese,Art Beatte IV	0,70,937,1168,1853	843,913,1780,2011,2696	30/08/12-10/05/10,08/11/12-10/05/10,25/03/15-10/05/10,11/11/15-10/05/10,26/09/17-10/05/10	0,0,3,0,0	0,0,6,0,0	0,0,63,0,0	0,237,1631,1916,2476	0,46,1328,51,137	0,0,0,0,0	0,0,0,0,0	0,1,0,0,0	911.json	Bad
462	5,5,5,5,5,5,5	5,5,5,5,5,5,5	5,5,5,5,5,5,5	0.0,0.0,0.0,0.0,0.0,0.0,0.0	0.5571173429489136,0.6495944857597351,0.7823891639709473,0.6822991371154785,0.7122058868408203,0.7073918581008911,0.660229504108429	0.9628088184856408,0.9651986101046159,0.9853305350853561,0.9825535787043786,0.9763874627042177,0.9816017973224385,0.9544470314934018	1,1,1,1,1,1,1	1,1,1,1,1,1,1	2,2,2,2,2,2,2	2,2,2,2,2,2,2	2,2,2,2,2,2,2	2.99,2.99,2.99,2.99,2.99,2.99,1.5	1,1,1,1,1,1,1	1,1,0,1,0,0,1	1,1,0,1,0,0,1	12.0,12.0,11.0,12.0,11.0,11.0,12.0	3.0,3.0,4.0,3.0,4.0,4.0,3.0	17.0,17.0,15.0,17.0,15.0,15.0,17.0	4.0,4.0,5.0,4.0,5.0,5.0,4.0	15.0,15.0,15.0,15.0,15.0,15.0,15.0	21.0,21.0,20.0,21.0,20.0,20.0,21.0	82.0447,82.0447,78.13781,82.0447,78.13781,78.13781,82.0447	8.0,8.0,6.875,8.0,6.875,6.875,8.0	656.3576,656.3576,537.19745,656.3576,537.19745,537.19745,656.3576	36.46431,36.46431,29.844303,36.46431,29.844303,29.844303,36.46431	0.027348233,0.027348233,0.026045937,0.027348233,0.026045937,0.026045937,0.027348233	121.54933166503906,121.54933166503906,121.80303955078125,121.54933166503906,121.80303955078125,121.80303955078125,121.54933166503906	0,0,0,0,0,0,0	0,0,0,0,0,0,0	0,0,0,0,0,0,0	1,1,1,1,1,1,1	0,0,0,0,0,0,0	0,0,0,0,0,0,0	0,0,0,0,0,0,0	1,1,1,1,1,1,1	0,0,0,0,0,0,0	0,0,0,0,0,0,0	0,0,0,0,0,0,0	Zilin Zhang,Yuxi Jiang,Calvin Mak,Calvin Mak,Andrey Putilin,Andrey Putilin,Xinzhu Cai	0,32,140,153,227,245,265	3399,3431,3539,3552,3626,3644,3664	30/08/19-10/05/10,01/10/19-10/05/10,17/01/20-10/05/10,30/01/20-10/05/10,13/04/20-10/05/10,01/05/20-10/05/10,21/05/20-10/05/10	0,1,5,1,5,5,1	0,2,10,2,10,10,2	0,17,62,23,44,43,84	0,11,15,11,17,14,17	0,11,15,11,17,14,17	0,0,0,0,0,0,0	0,1,0,0,0,0,1	0,1,0,0,0,0,0	3504.json	Ugly
2663	5,5,5,5,5,5	5,5,5,5,5,5	5,5,5,5,5,5	0.0,0.0,0.0,0.0,0.0,0.0	0.5644087791442871,0.5644087791442871,0.5644087791442871,0.2209601104259491,0.2209601104259491,0.2209601104259491	0.7660572240178843,0.7660572240178843,0.7660572240178843,0.9373254041902669,0.9373254041902669,0.9373254041902669	0,0,0,0,0,0	0,0,0,0,0,0	0,0,0,0,0,0	1,1,1,1,1,1	1,1,1,1,1,1	2.99,2.99,2.99,2.99,2.99,2.99	1,1,1,1,1,1	1,1,1,0,0,0	1,1,1,0,0,0	14.0,14.0,14.0,10.0,10.0,10.0	4.0,4.0,4.0,3.0,3.0,3.0	19.0,19.0,19.0,14.0,14.0,14.0	5.0,5.0,5.0,3.0,3.0,3.0	18.0,18.0,18.0,13.0,13.0,13.0	24.0,24.0,24.0,17.0,17.0,17.0	100.0782,100.0782,100.0782,62.907475,62.907475,62.907475	8.75,8.75,8.75,5.0,5.0,5.0	875.68427,875.68427,875.68427,314.53738,314.53738,314.53738	48.649124,48.649124,48.649124,17.474298,17.474298,17.474298	0.0333594,0.0333594,0.0333594,0.020969158,0.020969158,0.020969158	120.74615478515625,120.74615478515625,120.74615478515625,123.16044616699219,123.16044616699219,123.16044616699219	1,1,1,0,0,0	0,0,0,0,0,0	0,0,0,0,0,0	0,0,0,0,0,0	1,1,1,1,1,1	0,0,0,0,0,0	0,0,0,0,0,0	1,1,1,0,0,0	0,0,0,0,0,0	0,0,0,0,0,0	0,0,0,0,0,0	Chris Lang,Gokhan Caglar,Sean Wiese,Sean Wiese,Art Beatte IV,Christina Xu	0,582,813,1004,1498,2045	1198,1780,2011,2202,2696,3243	20/08/13-10/05/10,25/03/15-10/05/10,11/11/15-10/05/10,20/05/16-10/05/10,26/09/17-10/05/10,27/03/19-10/05/10	0,0,0,2,0,0	0,0,0,4,0,0	0,0,0,96,0,0	0,1631,1916,86,2476,67	0,1328,51,71,137,59	0,0,0,0,0,0	0,0,0,0,0,0	0,0,0,0,0,0	2242.json	Bad
2081	3,3,3	3,3,3	3,3,3	0.0,0.0,0.0	0.044447872787714005,0.044447872787714005,0.044447872787714005	0.882310327019571,0.882310327019571,0.882310327019571	0,0,0	0,0,0	0,0,0	1,1,1	1,1,1	1.89,1.89,1.89	0,0,0	0,0,0	0,0,0	11.0,11.0,11.0	2.0,2.0,2.0	12.0,12.0,12.0	2.0,2.0,2.0	13.0,13.0,13.0	14.0,14.0,14.0	51.806156,51.806156,51.806156	5.5,5.5,5.5	284.93387,284.93387,284.93387	15.829659,15.829659,15.829659	0.01726872,0.01726872,0.01726872	132.4454345703125,132.4454345703125,132.4454345703125	0,0,0	0,0,0	0,0,0	1,1,1	0,0,0	0,0,0	1,1,1	0,0,0	0,0,0	0,0,0	0,0,0	Gokhan Caglar,Sean Wiese,Art Beatte IV	0,231,916	1780,2011,2696	25/03/15-10/05/10,11/11/15-10/05/10,26/09/17-10/05/10	0,0,0	0,0,0	0,0,0	0,1916,2476	0,51,137	0,0,0	0,0,0	0,0,0	1034.json	Good
2930	6,13,17,3,7,7,7	6,12,15,3,3,3,3	6,12,15,3,7,7,7	0.0,0.08333333333333333,0.06666666666666667,0.0,0.0,0.0,0.0	0.2901105284690857,0.6015204787254333,0.15062619745731354,0.0023253208491951227,0.05247354879975319,0.05247354879975319,0.05247354879975319	0.5820079489325928,0.4894211831921165,0.007007748780955178,0.5123682267194466,0.9602814614111892,0.9602814614111892,0.9602814614111892	1,3,3,0,0,0,0	1,2,2,0,0,0,0	2,5,5,0,0,0,0	2,3,3,1,1,1,1	2,3,3,1,1,1,1	3.27,4.44,4.29,1.89,5.42,5.42,5.42	1,2,2,0,0,0,0	2,4,8,1,2,2,2	2,4,8,1,2,2,2	15.0,19.0,26.0,12.0,15.0,15.0,15.0	4.0,8.0,12.0,5.0,5.0,5.0,5.0	25.0,40.0,61.0,19.0,21.0,21.0,21.0	7.0,12.0,21.0,8.0,7.0,7.0,7.0	19.0,27.0,38.0,17.0,20.0,20.0,20.0	32.0,52.0,82.0,27.0,28.0,28.0,28.0	135.93369,247.25415,430.33008,110.361496,121.013985,121.013985,121.013985	13.125,14.25,22.75,9.6,10.5,10.5,10.5	1784.1296,3523.3716,9790.01,1059.4705,1270.6469,1270.6469,1270.6469	99.11832,195.74286,543.8894,58.85947,70.59149,70.59149,70.59149	0.045311227,0.08241805,0.14344336,0.036787163,0.040337995,0.040337995,0.040337995	115.97023010253906,101.40034484863281,94.90391540527344,128.51292419433594,114.30754089355469,114.30754089355469,114.30754089355469	0,0,0,0,0,0,0	1,1,1,1,0,0,0	0,0,0,0,0,0,0	0,0,0,0,1,1,1	0,0,0,0,0,0,0	0,0,0,0,0,0,0	0,0,0,0,0,0,0	3,3,3,3,2,2,2	0,0,2,0,0,0,0	0,0,0,0,0,0,0	0,0,0,0,0,0,0	Ming Li,Michael Marucheck,Chris Lang,Chris Lang,Gokhan Caglar,Sean Wiese,Art Beatte IV	0,9,11,16,848,1080,1764	931,940,942,947,1780,2011,2696	26/11/12-10/05/10,05/12/12-10/05/10,07/12/12-10/05/10,12/12/12-10/05/10,25/03/15-10/05/10,11/11/15-10/05/10,26/09/17-10/05/10	0,9,5,1,7,0,0	0,11,6,16,10,0,0	0,245,235,544,248,0,0	0,9,32,70,1631,1916,2476	0,9,32,69,1328,51,137	0,0,0,0,0,0,0	0,1,1,0,0,0,0	0,1,1,0,0,0,0	1722.json	Ugly
2081	3,3,3	3,3,3	3,3,3	0.0,0.0,0.0	0.4484875500202179,0.4484875500202179,0.4484875500202179	0.8604801045726334,0.8604801045726334,0.8604801045726334	0,0,0	0,0,0	0,0,0	1,1,1	1,1,1	1.89,1.89,1.89	0,0,0	1,1,1	1,1,1	13.0,13.0,13.0	2.0,2.0,2.0	15.0,15.0,15.0	3.0,3.0,3.0	15.0,15.0,15.0	18.0,18.0,18.0	70.32403,70.32403,70.32403	9.75,9.75,9.75	685.6593,685.6593,685.6593	38.092182,38.092182,38.092182	0.023441343,0.023441343,0.023441343	130.85629272460938,130.85629272460938,130.85629272460938	0,0,0	0,0,0	0,0,0	1,1,1	0,0,0	0,0,0	0,0,0	1,1,1	0,0,0	0,0,0	0,0,0	Gokhan Caglar,Sean Wiese,Art Beatte IV	0,231,916	1780,2011,2696	25/03/15-10/05/10,11/11/15-10/05/10,26/09/17-10/05/10	0,0,0	0,0,0	0,0,0	0,1916,2476	0,51,137	0,0,0	0,0,0	0,0,0	330.json	Good
618	3	3	3	0.0	0.2743746340274811	0.8618035211020739	0	0	0	1	1	1.89	0	1	1	10.0	2.0	13.0	2.0	12.0	15.0	53.77444	5.0	268.8722	14.937344	0.017924814	132.25152587890625	0	0	0	0	1	0	0	0	0	0	0	Christina Xu	0	3243	27/03/19-10/05/10	0	0	0	0	0	0	0	0	2486.json	Undecided
1326	12,12	13,13	12,12	0.0,0.0	0.0034297662787139416,0.0034297662787139416	8.480010579416499E-4,8.480010579416499E-4	2,2	1,1	3,3	2,2	2,2	4.75,4.75	2,2	5,5	4,4	29.0,29.0	8.0,8.0	67.0,67.0	18.0,18.0	37.0,37.0	85.0,85.0	442.80356,442.80356	32.625,32.625	14446.466,14446.466	802.5814,802.5814	0.14760119,0.14760119	98.60025787353516,98.60025787353516	1,1	0,0	0,0	0,0	1,1	0,0	0,0	2,2	1,1	0,0	0,0	Zhuowen Deng,Art Beatte IV	0,161	2535,2696	18/04/17-10/05/10,26/09/17-10/05/10	0,0	0,0	0,0	0,2476	0,137	0,0	0,0	0,0	64.json	Good
2255	8,9,9,9	7,7,7,7	7,8,8,8	0.0,0.0,0.0,0.0	0.045664262026548386,0.027057712897658348,0.027057712897658348,0.027057712897658348	0.5030367571668799,0.630089251715312,0.630089251715312,0.630089251715312	2,2,2,2	2,2,2,2	4,4,4,4	3,3,3,3	3,3,3,3	3.02,3.87,3.87,3.87	1,1,1,1	1,1,1,1	1,1,1,1	17.0,17.0,17.0,17.0	4.0,4.0,4.0,4.0	29.0,29.0,29.0,29.0	10.0,10.0,10.0,10.0	21.0,21.0,21.0,21.0	39.0,39.0,39.0,39.0	171.30037,171.30037,171.30037,171.30037	21.25,21.25,21.25,21.25	3640.1328,3640.1328,3640.1328,3640.1328	202.2296,202.2296,202.2296,202.2296	0.057100125,0.057100125,0.057100125,0.057100125	112.04048156738281,109.87727355957031,109.87727355957031,109.87727355957031	0,0,0,0	0,0,0,0	0,0,0,0	1,1,1,1	0,0,0,0	0,0,0,0	0,0,0,0	1,1,1,1	0,0,0,0	0,0,0,0	0,0,0,0	Ming Li,Gokhan Caglar,Sean Wiese,Art Beatte IV	0,174,405,1090	1606,1780,2011,2696	02/10/14-10/05/10,25/03/15-10/05/10,11/11/15-10/05/10,26/09/17-10/05/10	0,2,0,0	0,3,0,0	0,16,0,0	0,1631,1916,2476	0,1328,51,137	0,0,0,0	0,0,0,0	0,0,0,0	998.json	Bad
2081	3,3,3	3,3,3	3,3,3	0.0,0.0,0.0	0.5102634429931641,0.5102634429931641,0.5102634429931641	0.6445004887419411,0.6445004887419411,0.6445004887419411	0,0,0	0,0,0	0,0,0	1,1,1	1,1,1	1.89,1.89,1.89	0,0,0	1,1,1	1,1,1	14.0,14.0,14.0	3.0,3.0,3.0	18.0,18.0,18.0	4.0,4.0,4.0	17.0,17.0,17.0	22.0,22.0,22.0	89.92419,89.92419,89.92419	9.333334,9.333334,9.333334	839.2925,839.2925,839.2925	46.62736,46.62736,46.62736	0.029974729,0.029974729,0.029974729	129.57785034179688,129.57785034179688,129.57785034179688	0,0,0	0,0,0	0,0,0	1,1,1	0,0,0	0,0,0	0,0,0	1,1,1	0,0,0	0,0,0	0,0,0	Gokhan Caglar,Sean Wiese,Art Beatte IV	0,231,916	1780,2011,2696	25/03/15-10/05/10,11/11/15-10/05/10,26/09/17-10/05/10	0,0,0	0,0,0	0,0,0	0,1916,2476	0,51,137	0,0,0	0,0,0	0,0,0	726.json	Good
2081	10,10,10	8,8,8	10,10,10	0.0,0.0,0.0	0.054264042526483536,0.054264042526483536,0.054264042526483536	0.006044751563157892,0.006044751563157892,0.006044751563157892	0,0,0	0,0,0	0,0,0	2,2,2	2,2,2	2.8,2.8,2.8	1,1,1	4,4,4	4,4,4	29.0,29.0,29.0	6.0,6.0,6.0	53.0,53.0,53.0	14.0,14.0,14.0	35.0,35.0,35.0	67.0,67.0,67.0	343.66196,343.66196,343.66196	33.833332,33.833332,33.833332	11627.2295,11627.2295,11627.2295	645.9572,645.9572,645.9572	0.11455399,0.11455399,0.11455399	102.87189483642578,102.87189483642578,102.87189483642578	0,0,0	0,0,0	0,0,0	1,1,1	1,1,1	0,0,0	0,0,0	2,2,2	3,3,3	0,0,0	0,0,0	Gokhan Caglar,Sean Wiese,Art Beatte IV	0,231,916	1780,2011,2696	25/03/15-10/05/10,11/11/15-10/05/10,26/09/17-10/05/10	0,0,0	0,0,0	0,0,0	0,1916,2476	0,51,137	0,0,0	0,0,0	0,0,0	418.json	Good
261	16,12,12	4,4,4	16,12,12	0.0,0.0,0.0	2.707472303882241E-4,0.0011993128573521972,8.279596222564578E-4	0.6689093015898551,0.8137353884046878,0.42641844791324307	0,0,0	0,0,0	0,0,0	1,1,1	1,1,1	6.78,6.99,6.99	0,0,0	1,1,3	1,1,3	13.0,13.0,15.0	12.0,10.0,12.0	32.0,26.0,32.0	27.0,19.0,21.0	25.0,23.0,27.0	59.0,45.0,53.0	273.98752,203.56029,252.00905	14.625,12.349999,13.125	4007.0674,2513.9695,3307.6187	222.61485,139.66498,183.75659	0.09132917,0.06785343,0.08400302	96.66603088378906,102.87150573730469,101.76129150390625	0,0,0	0,0,0	0,0,0	1,1,1	0,0,0	0,0,0	0,0,0	0,0,0	1,1,1	0,0,0	0,0,0	Xinzhu Cai,Xinzhu Cai,Xinzhu Cai	0,16,19	3600,3616,3619	18/03/20-10/05/10,03/04/20-10/05/10,06/04/20-10/05/10	0,1,3	0,6,6	0,189,51	0,5,11	0,5,11	0,0,0	0,1,1	0,0,0	3259.json	Undecided
123	3,3	3,3	3,3	0.0,0.0	0.9281367063522339,0.9184460043907166	0.5164620511024248,0.5552092055781661	0,0	0,0	0,0	1,1	1,1	0.94,0.94	0,0	1,1	1,1	13.0,12.0	4.0,4.0	16.0,15.0	6.0,6.0	17.0,16.0	22.0,21.0	89.92419,84.0	9.75,9.0	876.7608,756.0	48.708935,42.0	0.029974729,0.028	129.57785034179688,129.93223571777344	1,0	0,0	0,0	0,0	1,1	0,0	0,0	0,0	0,0	0,0	0,0	Pansy Pan,Pansy Pan	0,7	3738,3745	03/08/20-10/05/10,10/08/20-10/05/10	0,1	0,2	0,8	0,12	0,11	0,0	0,0	0,0	1116.json	Undecided
2081	3,3,3	3,3,3	3,3,3	0.0,0.0,0.0	0.14468705654144287,0.14468705654144287,0.14468705654144287	0.8218689722082992,0.8218689722082992,0.8218689722082992	0,0,0	0,0,0	0,0,0	1,1,1	1,1,1	1.89,1.89,1.89	0,0,0	0,0,0	0,0,0	12.0,12.0,12.0	2.0,2.0,2.0	13.0,13.0,13.0	4.0,4.0,4.0	14.0,14.0,14.0	17.0,17.0,17.0	64.72504,64.72504,64.72504	12.0,12.0,12.0	776.70044,776.70044,776.70044	43.150024,43.150024,43.150024	0.021575011,0.021575011,0.021575011	131.28770446777344,131.28770446777344,131.28770446777344	0,0,0	0,0,0	0,0,0	1,1,1	0,0,0	0,0,0	1,1,1	1,1,1	0,0,0	0,0,0	0,0,0	Gokhan Caglar,Sean Wiese,Art Beatte IV	0,231,916	1780,2011,2696	25/03/15-10/05/10,11/11/15-10/05/10,26/09/17-10/05/10	0,0,0	0,0,0	0,0,0	0,1916,2476	0,51,137	0,0,0	0,0,0	0,0,0	1035.json	Good
2964	3,3,3,3,3	3,3,3,3,3	3,3,3,3,3	0.0,0.0,0.0,0.0,0.0	0.9026831388473511,0.8862336277961731,0.8142667412757874,0.8142667412757874,0.8142667412757874	0.9247675232561114,0.9153871471782548,0.8704185181778543,0.8704185181778543,0.8704185181778543	0,0,0,0,0	0,0,0,0,0	0,0,0,0,0	1,1,1,1,1	1,1,1,1,1	1.89,1.89,1.89,1.89,1.89	0,0,0,0,0	0,0,0,0,0	0,0,0,0,0	13.0,13.0,13.0,13.0,13.0	2.0,2.0,2.0,2.0,2.0	15.0,15.0,15.0,15.0,15.0	3.0,3.0,3.0,3.0,3.0	15.0,15.0,15.0,15.0,15.0	18.0,18.0,18.0,18.0,18.0	70.32403,70.32403,70.32403,70.32403,70.32403	9.75,9.75,9.75,9.75,9.75	685.6593,685.6593,685.6593,685.6593,685.6593	38.092182,38.092182,38.092182,38.092182,38.092182	0.023441343,0.023441343,0.023441343,0.023441343,0.023441343	130.85629272460938,130.85629272460938,130.85629272460938,130.85629272460938,130.85629272460938	0,0,0,0,0	0,0,0,0,0	0,0,0,0,0	1,1,1,1,1	0,0,0,0,0	0,0,0,0,0	0,0,0,0,0	1,1,1,1,1	0,0,0,0,0	0,0,0,0,0	0,0,0,0,0	Michael Marucheck,Chris Lang,Gokhan Caglar,Sean Wiese,Art Beatte IV	0,301,883,1114,1799	897,1198,1780,2011,2696	23/10/12-10/05/10,20/08/13-10/05/10,25/03/15-10/05/10,11/11/15-10/05/10,26/09/17-10/05/10	0,2,3,0,0	0,4,6,0,0	0,20,60,0,0	0,381,1631,1916,2476	0,327,1328,51,137	0,0,0,0,0	0,0,0,0,0	0,0,0,0,0	1202.json	Bad
2410	3,3,3,3	3,3,3,3	3,3,3,3	0.0,0.0,0.0,0.0	0.4437461793422699,0.4437461793422699,0.4437461793422699,0.4437461793422699	0.9423923059452363,0.9423923059452363,0.9423923059452363,0.9423923059452363	0,0,0,0	0,0,0,0	0,0,0,0	1,1,1,1	1,1,1,1	1.89,1.89,1.89,1.89	0,0,0,0	0,0,0,0	0,0,0,0	11.0,11.0,11.0,11.0	2.0,2.0,2.0,2.0	12.0,12.0,12.0,12.0	4.0,4.0,4.0,4.0	13.0,13.0,13.0,13.0	16.0,16.0,16.0,16.0	59.207035,59.207035,59.207035,59.207035	11.0,11.0,11.0,11.0	651.2774,651.2774,651.2774,651.2774	36.18208,36.18208,36.18208,36.18208	0.019735679,0.019735679,0.019735679,0.019735679	131.75106811523438,131.75106811523438,131.75106811523438,131.75106811523438	0,0,0,0	0,0,0,0	0,0,0,0	0,0,0,0	0,0,0,0	0,0,0,0	0,0,0,0	1,1,1,1	0,0,0,0	0,0,0,0	0,0,0,0	Dave Miller,Gokhan Caglar,Sean Wiese,Art Beatte IV	0,329,560,1245	1451,1780,2011,2696	30/04/14-10/05/10,25/03/15-10/05/10,11/11/15-10/05/10,26/09/17-10/05/10	0,0,0,0	0,0,0,0	0,0,0,0	0,1631,1916,2476	0,1328,51,137	0,0,0,0	0,0,0,0	0,0,0,0	1386.json	Good
3074	3,3,3,3,3,3	3,3,3,3,3,3	3,3,3,3,3,3	0.0,0.0,0.0,0.0,0.0,0.0	0.6365566253662109,0.5587823987007141,0.45953625440597534,0.3688439428806305,0.3688439428806305,0.3688439428806305	0.885642953899352,0.82325654881057,0.87304475581342,0.8491291910426109,0.8491291910426109,0.8491291910426109	0,0,0,0,0,0	0,0,0,0,0,0	0,0,0,0,0,0	1,1,1,1,1,1	1,1,1,1,1,1	1.89,1.89,1.89,1.89,1.89,1.89	0,0,0,0,0,0	1,1,1,1,1,1	1,1,1,1,1,1	12.0,13.0,11.0,11.0,11.0,11.0	2.0,2.0,2.0,2.0,2.0,2.0	15.0,15.0,13.0,13.0,13.0,13.0	2.0,2.0,2.0,2.0,2.0,2.0	14.0,15.0,13.0,13.0,13.0,13.0	17.0,17.0,15.0,15.0,15.0,15.0	64.72504,66.41714,55.506596,55.506596,55.506596,55.506596	6.0,6.5,5.5,5.5,5.5,5.5	388.35022,431.7114,305.2863,305.2863,305.2863,305.2863	21.575012,23.983967,16.96035,16.96035,16.96035,16.96035	0.021575011,0.022139046,0.018502198,0.018502198,0.018502198,0.018502198	131.28770446777344,131.1535186767578,132.086669921875,132.086669921875,132.086669921875,132.086669921875	0,0,0,0,0,0	0,0,0,0,0,0	0,0,0,0,0,0	1,1,0,0,0,0	0,0,0,0,0,0	0,0,0,0,0,0	0,0,0,0,0,0	0,0,0,0,0,0	0,0,0,0,0,0	0,0,0,0,0,0	0,0,0,0,0,0	Chris Lang,Michael Marucheck,Chris Lang,Gokhan Caglar,Sean Wiese,Art Beatte IV	0,102,155,993,1224,1909	787,889,942,1780,2011,2696	05/07/12-10/05/10,15/10/12-10/05/10,07/12/12-10/05/10,25/03/15-10/05/10,11/11/15-10/05/10,26/09/17-10/05/10	0,2,1,2,0,0	0,4,2,4,0,0	0,26,17,10,0,0	0,24,32,1631,1916,2476	0,24,32,1328,51,137	0,0,0,0,0,0	0,0,1,0,0,0	0,0,1,0,0,0	2858.json	Ugly
