Age	SLOCAsItIs	SLOCNoCommentPrettyPrinter	SLOCStandard	CommentCodeRation	Readability	SimpleReadability	NVAR	NCOMP	Mcclure	McCabe	McCabeWOCases	IndentSTD	MaximumBlockDepth	totalFanOut	uniqueFanOut	n1	n2	N1	N2	Vocabulary	Length	Volume	Difficulty	Effort	Time	HalsteadBugs	MaintainabilityIndex	isPrivate	isProtected	isDefault	isPublic	isStatic	isAbstract	isGetterSetter	Parameters	LocalVariables	EnclosedExpressions	MaxEnclosedNesting	Developers	ChangeAtMethodAge	ProjectAge	CommitDate-ProjectFirstDate	NewAdditions	DiffSizes	EditDistances	TangledCommit	TangledWMoveandFileRename	Buggycommiit	PotentiallyBuggycommit	RiskyCommit	file	ChangeValue	Type
3167	3	3	3	0.0	0.3606453835964203	0.5261969873563084	0	0	0	1	1	0.94	0	2	2	14.0	3.0	18.0	4.0	17.0	22.0	89.92419	9.333334	839.2925	46.62736	0.029974729	129.57785034179688	0	0	0	1	1	0	0	1	0	0	0	David A. Solin	0	4794	16/11/11-01/10/98	0	0	0	0	0	0	0	0	1421.json	0	good
4639	3,3,3	3,3,3	3,3,3	0.0,0.0,0.0	0.6835629343986511,0.5302280187606812,0.5302280187606812	0.7476093223644223,0.7492957672787622,0.7492957672787622	0,0,0	0,0,0	0,0,0	1,1,1	1,1,1	1.89,1.89,1.89	0,0,0	0,0,0	0,0,0	15.0,14.0,14.0	3.0,3.0,3.0	17.0,17.0,17.0	3.0,3.0,3.0	18.0,17.0,17.0	20.0,20.0,20.0	83.398506,81.74926,81.74926	7.5,7.0,7.0	625.4888,572.2448,572.2448	34.749374,31.791378,31.791378	0.027799502,0.027249753,0.027249753	129.9696044921875,130.07347106933594,130.07347106933594	0,0,0	0,0,0	0,0,0	1,1,1	0,0,0	0,0,0	0,0,0	2,2,2	0,0,0	0,0,0	0,0,0	Timothy Wall,Timothy Wall,Timothy Wall	0,9,1324	3322,3331,4647	05/11/07-01/10/98,14/11/07-01/10/98,22/06/11-01/10/98	0,2,0	0,4,0	0,23,0	0,97,1024	0,97,0	0,0,0	0,0,0	0,0,0	3874.json	23	noise
1952	12,12	11,11	12,12	0.0,0.0	0.058067142963409424,0.10156761854887009	5.220992159049325E-4,0.0013199520532107681	3,3	3,3	6,6	3,3	3,3	8.08,8.08	1,1	4,4	4,4	27.0,27.0	9.0,9.0	65.0,61.0	16.0,15.0	36.0,36.0	81.0,76.0	418.76395,392.9143	24.0,22.5	10050.335,8840.572	558.3519,491.1429	0.13958798,0.13097143	98.66051483154297,98.99183654785156	0,0	0,0	0,0	0,0	0,0	0,0	0,0	1,1	2,2	0,0	0,0	Dr. David H. Akehurst,Lauri W Ahonen	0,266	6010,6276	16/03/15-01/10/98,07/12/15-01/10/98	0,2	0,4	0,16	0,32	0,32	0,0	0,0	0,0	2413.json	16	bad
3799	3,3,3,3,3	3,3,3,3,3	3,3,3,3,3	0.0,0.0,0.0,0.0,0.0	0.877632200717926,0.877632200717926,0.877632200717926,0.877632200717926,0.877632200717926	0.3174441702075882,0.3174441702075882,0.3174441702075882,0.3174441702075882,0.3174441702075882	0,0,0,0,0	0,0,0,0,0	0,0,0,0,0	1,1,1,1,1	1,1,1,1,1	3.77,3.77,3.77,3.77,3.77	0,0,0,0,0	0,0,0,0,0	0,0,0,0,0	15.0,15.0,15.0,15.0,15.0	4.0,4.0,4.0,4.0,4.0	20.0,20.0,20.0,20.0,20.0	5.0,5.0,5.0,5.0,5.0	19.0,19.0,19.0,19.0,19.0	25.0,25.0,25.0,25.0,25.0	106.19819,106.19819,106.19819,106.19819,106.19819	9.375,9.375,9.375,9.375,9.375	995.60803,995.60803,995.60803,995.60803,995.60803	55.311558,55.311558,55.311558,55.311558,55.311558	0.035399396,0.035399396,0.035399396,0.035399396,0.035399396	128.712890625,128.712890625,128.712890625,128.712890625,128.712890625	0,0,0,0,0	0,0,0,0,0	0,0,0,0,0	1,1,1,1,1	1,1,1,1,1	0,0,0,0,0	0,0,0,0,0	1,1,1,1,1	0,0,0,0,0	2,2,2,2,2	2,2,2,2,2	Daniel Doubrovkine,Daniel Doubrovkine,Daniel Doubrovkine,Timothy Wall,Timothy Wall	0,15,15,146,484	4162,4177,4177,4309,4647	22/02/10-01/10/98,09/03/10-01/10/98,09/03/10-01/10/98,19/07/10-01/10/98,22/06/11-01/10/98	0,0,0,0,0	0,0,0,0,0	0,0,0,0,0	0,357,257,485,1024	0,1,0,0,0	0,0,0,0,0	0,0,0,1,0	0,0,0,1,0	1589.json	0	good
4559	15,15	15,15	15,15	0.0,0.0	0.07154998183250427,0.07154998183250427	2.9306126687967185E-4,2.9306126687967185E-4	6,6	6,6	12,12	5,5	5,5	5.96,5.96	4,4	6,6	5,5	28.0,28.0	13.0,13.0	71.0,71.0	28.0,28.0	41.0,41.0	99.0,99.0	530.39764,530.39764	30.153847,30.153847	15993.529,15993.529	888.5294,888.5294	0.17679921,0.17679921	93.35672760009766,93.35672760009766	1,1	0,0	0,0	0,0	1,1	0,0	0,0	1,1	3,3	0,0	0,0	Timothy Wall,Timothy Wall	0,1244	3402,4647	24/01/08-01/10/98,22/06/11-01/10/98	0,0	0,0	0,0	0,1024	0,0	0,0	0,0	0,0	4217.json	0	good
4820	3,3,3,3,3	3,3,3,3,3	3,3,3,3,3	0.0,0.0,0.0,0.0,0.0	0.006637061946094036,0.006637061946094036,0.006637061946094036,0.006637061946094036,0.006637061946094036	0.4339283873990726,0.4339283873990726,0.4339283873990726,0.4339283873990726,0.4339283873990726	0,0,0,0,0	0,0,0,0,0	0,0,0,0,0	1,1,1,1,1	1,1,1,1,1	1.89,1.89,1.89,1.89,1.89	0,0,0,0,0	2,2,2,2,2	2,2,2,2,2	15.0,15.0,15.0,15.0,15.0	3.0,3.0,3.0,3.0,3.0	21.0,21.0,21.0,21.0,21.0	6.0,6.0,6.0,6.0,6.0	18.0,18.0,18.0,18.0,18.0	27.0,27.0,27.0,27.0,27.0	112.58798,112.58798,112.58798,112.58798,112.58798	15.0,15.0,15.0,15.0,15.0	1688.8197,1688.8197,1688.8197,1688.8197,1688.8197	93.82332,93.82332,93.82332,93.82332,93.82332	0.037529327,0.037529327,0.037529327,0.037529327,0.037529327	128.4090576171875,128.4090576171875,128.4090576171875,128.4090576171875,128.4090576171875	0,0,0,0,0	0,0,0,0,0	0,0,0,0,0	1,1,1,1,1	0,0,0,0,0	0,0,0,0,0	0,0,0,0,0	2,2,2,2,2	0,0,0,0,0	0,0,0,0,0	0,0,0,0,0	Timothy Wall,Daniel Doubrovkine,Daniel Doubrovkine,Timothy Wall,Timothy Wall	0,1035,1035,1167,1505	3142,4177,4177,4309,4647	09/05/07-01/10/98,09/03/10-01/10/98,09/03/10-01/10/98,19/07/10-01/10/98,22/06/11-01/10/98	0,0,0,0,0	0,0,0,0,0	0,0,0,0,0	0,357,257,485,1024	0,1,0,0,0	0,0,0,0,0	0,0,0,1,0	0,0,0,1,0	213.json	0	good
4820	6,6,6,6	6,6,6,6	6,6,6,6	0.0,0.0,0.0,0.0	0.8836666345596313,0.8836666345596313,0.8836666345596313,0.8836666345596313	0.9728599244862207,0.9728599244862207,0.9728599244862207,0.9728599244862207	1,1,1,1	1,1,1,1	2,2,2,2	2,2,2,2	2,2,2,2	3.27,3.27,3.27,3.27	1,1,1,1	3,3,3,3	3,3,3,3	14.0,14.0,14.0,14.0	3.0,3.0,3.0,3.0	22.0,22.0,22.0,22.0	3.0,3.0,3.0,3.0	17.0,17.0,17.0,17.0	25.0,25.0,25.0,25.0	102.18657,102.18657,102.18657,102.18657	7.0,7.0,7.0,7.0	715.30597,715.30597,715.30597,715.30597	39.73922,39.73922,39.73922,39.73922	0.034062188,0.034062188,0.034062188,0.034062188	117.45413208007812,117.45413208007812,117.45413208007812,117.45413208007812	0,0,0,0	0,0,0,0	0,0,0,0	1,1,1,1	0,0,0,0	0,0,0,0	0,0,0,0	1,1,1,1	0,0,0,0	0,0,0,0	0,0,0,0	Timothy Wall,Daniel Doubrovkine,Timothy Wall,Timothy Wall	0,1035,1167,1505	3142,4177,4309,4647	09/05/07-01/10/98,09/03/10-01/10/98,19/07/10-01/10/98,22/06/11-01/10/98	0,0,0,0	0,0,0,0	0,0,0,0	0,357,485,1024	0,1,0,0	0,0,0,0	0,0,1,0	0,0,1,0	3090.json	0	good
2540	4,4,8	4,4,8	4,4,8	0.0,0.0,0.0	0.7026007175445557,0.7154815793037415,0.6686187386512756	0.7549477574926504,0.7882248983337551,0.8351201788385338	0,0,1	0,0,1	0,0,2	1,1,2	1,1,2	2.0,2.0,2.83	0,0,1	2,2,2	2,2,2	15.0,15.0,18.0	3.0,3.0,4.0	22.0,21.0,30.0	4.0,4.0,6.0	18.0,18.0,22.0	26.0,25.0,36.0	108.41805,104.24813,160.53954	10.0,10.0,13.5	1084.1805,1042.4813,2167.2837	60.232254,57.91563,120.40465	0.03613935,0.034749378,0.053513177	123.94486236572266,124.1488037109375,110.44464111328125	0,0,0	0,0,0	0,0,0	1,1,1	0,0,0	0,0,0	0,0,0	0,0,0	1,1,1	0,0,0	0,0,0	Tobias,Matthias Bläsing,Matthias Bläsing	0,965,968	5422,6387,6390	05/08/13-01/10/98,27/03/16-01/10/98,30/03/16-01/10/98	0,1,5	0,2,6	0,17,102	0,11,11	0,11,11	0,0,0	0,1,0	0,1,0	1706.json	119	noise
4150	3,3	3,3	3,3	0.0,0.0	0.9796749353408813,0.9796749353408813	0.5554118607796964,0.5554118607796964	1,1	1,1	2,2	2,2	2,2	1.89,1.89	0,0	0,0	0,0	14.0,14.0	4.0,4.0	15.0,15.0	6.0,6.0	18.0,18.0	21.0,21.0	87.56843,87.56843	10.5,10.5	919.4685,919.4685	51.081585,51.081585	0.029189477,0.029189477	129.48590087890625,129.48590087890625	0,0	0,0	0,0	1,1	1,1	0,0	1,1	1,1	0,0	0,0	0,0	Timothy Wall,Timothy Wall	0,835	3812,4647	09/03/09-01/10/98,22/06/11-01/10/98	0,0	0,0	0,0	0,1024	0,0	0,0	0,0	0,0	3557.json	0	good
4410	5,5,5,5,5,5,5	5,5,5,5,5,5,5	5,5,5,5,5,5,5	0.0,0.0,0.0,0.0,0.0,0.0,0.0	0.46871039271354675,0.35491126775741577,0.35491126775741577,0.35491126775741577,0.35491126775741577,0.35491126775741577,0.37459442019462585	0.575459065641657,0.33148761350966366,0.33148761350966366,0.33148761350966366,0.33148761350966366,0.33148761350966366,0.39964884951354684	2,2,2,2,2,2,2	1,1,1,1,1,1,1	3,3,3,3,3,3,3	2,2,2,2,2,2,2	2,2,2,2,2,2,2	2.99,2.99,2.99,2.99,2.99,2.99,2.99	0,0,0,0,0,0,0	1,2,2,2,2,2,2	1,2,2,2,2,2,2	17.0,19.0,19.0,19.0,19.0,19.0,19.0	3.0,3.0,3.0,3.0,3.0,3.0,3.0	27.0,32.0,32.0,32.0,32.0,32.0,32.0	5.0,5.0,5.0,5.0,5.0,5.0,5.0	20.0,22.0,22.0,22.0,22.0,22.0,22.0	32.0,37.0,37.0,37.0,37.0,37.0,37.0	138.3017,164.99898,164.99898,164.99898,164.99898,164.99898,164.99898	14.166666,15.833333,15.833333,15.833333,15.833333,15.833333,15.833333	1959.2739,2612.4836,2612.4836,2612.4836,2612.4836,2612.4836,2612.4836	108.84855,145.13799,145.13799,145.13799,145.13799,145.13799,145.13799	0.046100564,0.05499966,0.05499966,0.05499966,0.05499966,0.05499966,0.05499966	118.83403015136719,117.91622161865234,117.91622161865234,117.91622161865234,117.91622161865234,117.91622161865234,117.91622161865234	0,0,0,0,0,0,0	0,0,0,0,0,0,0	0,0,0,0,0,0,0	1,1,1,1,1,1,1	0,0,0,0,0,0,0	0,0,0,0,0,0,0	0,0,0,0,0,0,0	2,2,2,2,2,2,2	0,0,0,0,0,0,0	0,1,1,1,1,1,1	0,1,1,1,1,1,1	Timothy Wall,Timothy Wall,Daniel Doubrovkine,Daniel Doubrovkine,Timothy Wall,Timothy Wall,Timothy Wall	0,1,625,625,757,1095,2720	3552,3553,4177,4177,4309,4647,6272	22/06/08-01/10/98,23/06/08-01/10/98,09/03/10-01/10/98,09/03/10-01/10/98,19/07/10-01/10/98,22/06/11-01/10/98,03/12/15-01/10/98	0,1,0,0,0,0,5	0,2,0,0,0,0,10	0,18,0,0,0,0,26	0,15,357,257,485,1024,11	0,15,1,0,0,0,11	0,0,0,0,0,0,0	0,0,0,0,1,0,0	0,0,0,0,1,0,0	2743.json	18	noise
